mad;
1250052;1250142;1250248;1250347;1250679;1250793;1251015;1251121;1251240;1251339;1251611;1251705;1251760;1251861;1252007;1252097;1252275;1252389;1252641;1252742;1252930;1253032;1253181;1253284;1253414;1253506;1253637;1253761;1254049;1254132;1254205;1254289;1254327;1254429;f;
1261103;1261200;1261309;1261409;1261760;1261855;1262080;1262178;1262307;1262407;1262719;1262811;1262876;1262977;1263115;1263208;1263443;1263538;1263842;1263934;1264141;1264242;1264397;1264488;1264622;1264707;1264865;1264949;1265267;1265357;1265420;1265516;1265550;1265640;f;
1275721;1275830;1275931;1276026;1276476;1276604;1276814;1276918;1277022;1277132;1277524;1277628;1277685;1277784;1277917;1278020;1278236;1278338;1278603;1278694;1278904;1279000;1279140;1279234;1279370;1279464;1279555;1279677;1280024;1280116;1280192;1280283;1280305;1280396;f;
1287326;1287421;1287513;1287645;1287951;1288036;1288259;1288344;1288457;1288550;1288865;1288963;1289025;1289121;1289263;1289366;1289502;1289618;1289941;1290031;1290189;1290303;1290445;1290542;1290664;1290757;1290881;1290992;1291305;1291389;1291465;1291574;1291594;1291699;f;
1298477;1298573;1298668;1298775;1299105;1299191;1299405;1299505;1299591;1299709;1300026;1300129;1300176;1300274;1300434;1300530;1300813;1300926;1301139;1301224;1301440;1301539;1301675;1301766;1301869;1301963;1302095;1302197;1302533;1302607;1302683;1302769;1302817;1302915;f;
1325215;1325311;1325416;1325507;1325866;1325959;1326175;1326286;1326353;1326466;1326820;1326922;1326990;1327082;1327272;1327388;1327568;1327658;1327874;1327953;1328142;1328243;1328375;1328468;1328618;1328711;1328804;1328900;1329208;1329288;1329354;1329443;1329482;1329562;f;
1335204;1335308;1335398;1335486;1335848;1335944;1336164;1336264;1336356;1336468;1336774;1336888;1336946;1337030;1337177;1337278;1337532;1337635;1337821;1337905;1338092;1338187;1338337;1338426;1338532;1338621;1338724;1338833;1339177;1339254;1339333;1339424;1339481;1339562;f;
1352527;1352618;1352725;1352823;1353195;1353275;1353491;1353585;1353695;1353791;1354159;1354253;1354299;1354391;1354571;1354662;1354953;1355052;1355258;1355344;1355493;1355598;1355754;1355844;1355987;1356073;1356169;1356281;1356578;1356657;1356733;1356831;1356873;1356969;f;
1388420;1388511;1388610;1388701;1389088;1389194;1389422;1389524;1389624;1389740;1390104;1390212;1390262;1390362;1390507;1390605;1390835;1390945;1391159;1391246;1391460;1391559;1391699;1391788;1391938;1392039;1392180;1392287;1392636;1392692;1392838;1392931;1393100;1393192;f;
1405466;1405558;1405669;1405741;1406068;1406163;1406447;1406537;1406601;1406729;1407071;1407181;1407229;1407327;1407739;1407843;1408035;1408127;1408287;1408363;1408545;1408643;1408767;1408859;1408965;1409059;1409124;1409235;1409536;1409617;1409691;1409775;1409811;1409900;f;
1426810;1426892;1427012;1427069;1427594;1427696;1427914;1428008;1428102;1428206;1428537;1428650;1428678;1428784;1428912;1429023;1429294;1429424;1429548;1429632;1429812;1429900;1430033;1430128;1430261;1430364;1430476;1430574;1430885;1430968;1431037;1431120;1431160;1431249;f;
